epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
7,0.6279861330986023,1.2600990533828735,NA,NA
8,0.6611111164093018,1.1391676664352417,NA,NA
9,0.6927083134651184,1.037907361984253,NA,NA
0,0.049513887614011765,3.3179092407226562,NA,NA
1,0.05243055522441864,3.2549312114715576,NA,NA
2,0.051527779549360275,3.223820209503174,NA,NA
3,0.051527779549360275,3.2089638710021973,NA,NA
4,0.052291665226221085,3.199913263320923,NA,NA
5,0.05527777597308159,3.1913771629333496,NA,NA
6,0.054722223430871964,3.1850404739379883,NA,NA
7,0.06159722059965134,3.1765189170837402,NA,NA
8,0.059930555522441864,3.1651337146759033,NA,NA
9,0.059861112385988235,3.1608214378356934,NA,NA
0,0.028680555522441864,3.302422523498535,NA,NA
1,0.04298610985279083,3.2629551887512207,NA,NA
2,0.050208333879709244,3.2394351959228516,NA,NA
3,0.05347222089767456,3.221672296524048,NA,NA
4,0.06215277686715126,3.2079834938049316,NA,NA
5,0.059513889253139496,3.199431896209717,NA,NA
6,0.06270833313465118,3.18642520904541,NA,NA
7,0.06583333015441895,3.1709139347076416,NA,NA
8,0.06791666895151138,3.1526167392730713,NA,NA
9,0.07020833343267441,3.1314291954040527,NA,NA
0,0.04312499985098839,3.312253475189209,NA,NA
1,0.06493055820465088,3.24069881439209,NA,NA
2,0.06923611462116241,3.2109105587005615,NA,NA
3,0.0746527761220932,3.1925864219665527,NA,NA
4,0.07124999910593033,3.1808278560638428,NA,NA
5,0.06958333402872086,3.1666765213012695,NA,NA
6,0.07354166358709335,3.155458688735962,NA,NA
7,0.07319444417953491,3.1467316150665283,NA,NA
8,0.07562500238418579,3.135866165161133,NA,NA
9,0.07527777552604675,3.1262753009796143,NA,NA
0,0.1783333271741867,2.7340779304504395,NA,NA
1,0.5218750238418579,1.8599869012832642,NA,NA
2,0.6747221946716309,1.3145970106124878,NA,NA
3,0.742638885974884,1.0137888193130493,NA,NA
4,0.7913194298744202,0.819838285446167,NA,NA
5,0.8274999856948853,0.680303156375885,NA,NA
6,0.8539583086967468,0.579964280128479,NA,NA
7,0.8738889098167419,0.49806278944015503,NA,NA
8,0.8919444680213928,0.4299953579902649,NA,NA
9,0.9112499952316284,0.37181469798088074,NA,NA
0,0.12062499672174454,2.8284244537353516,NA,NA
1,0.37763887643814087,2.195659875869751,NA,NA
2,0.5922222137451172,1.539806842803955,NA,NA
3,0.6989583373069763,1.140418291091919,NA,NA
4,0.7583333253860474,0.9037086367607117,NA,NA
5,0.7977777719497681,0.7536592483520508,NA,NA
6,0.8301388621330261,0.6366729140281677,NA,NA
7,0.8495138883590698,0.5503495335578918,NA,NA
8,0.8756250143051147,0.473056823015213,NA,NA
9,0.8870833516120911,0.4172828495502472,NA,NA
0,0.14166666567325592,2.7866432666778564,NA,NA
1,0.3509027659893036,2.2266807556152344,NA,NA
2,0.4945138990879059,1.7717262506484985,NA,NA
3,0.5775694251060486,1.473936676979065,NA,NA
4,0.6371527910232544,1.26052725315094,NA,NA
5,0.6881944537162781,1.0869067907333374,NA,NA
6,0.7222222089767456,0.9573224782943726,NA,NA
7,0.7511805295944214,0.8488824367523193,NA,NA
8,0.7788194417953491,0.761906623840332,NA,NA
9,0.8018749952316284,0.6898749470710754,NA,NA
0,0.10944444686174393,2.8171281814575195,NA,NA
1,0.2663888931274414,2.397031545639038,NA,NA
2,0.40756943821907043,2.0070815086364746,NA,NA
3,0.49493056535720825,1.6998502016067505,NA,NA
4,0.5577777624130249,1.468493938446045,NA,NA
5,0.6077083349227905,1.2973151206970215,NA,NA
6,0.6487500071525574,1.1638442277908325,NA,NA
7,0.6763888597488403,1.0605851411819458,NA,NA
8,0.7023611068725586,0.9699329137802124,NA,NA
9,0.7284722328186035,0.8945494890213013,NA,NA
0,0.14923611283302307,2.7513716220855713,NA,NA
1,0.39048612117767334,2.1439173221588135,NA,NA
2,0.5511805415153503,1.6286855936050415,NA,NA
3,0.6221528053283691,1.3009873628616333,NA,NA
4,0.6865972280502319,1.0798864364624023,NA,NA
5,0.7244444489479065,0.9189648032188416,NA,NA
6,0.7650694251060486,0.7915955781936646,NA,NA
7,0.7977083325386047,0.6905364394187927,NA,NA
8,0.8217360973358154,0.6053052544593811,NA,NA
9,0.8465277552604675,0.5330507755279541,NA,NA
0,0.10597222298383713,2.8187479972839355,NA,NA
1,0.2252083271741867,2.505732774734497,NA,NA
2,0.3655555546283722,2.1579813957214355,NA,NA
3,0.46319442987442017,1.851210355758667,NA,NA
4,0.5265972018241882,1.6158956289291382,NA,NA
5,0.5899999737739563,1.4125101566314697,NA,NA
6,0.6393055319786072,1.2309436798095703,NA,NA
7,0.6893055438995361,1.0778546333312988,NA,NA
8,0.7266666889190674,0.9484103918075562,NA,NA
9,0.7614583373069763,0.8382642865180969,NA,NA
0,0.03812500089406967,3.3206472396850586,NA,NA
1,0.049861110746860504,3.2410571575164795,NA,NA
2,0.055347222834825516,3.196552276611328,NA,NA
3,0.058888889849185944,3.164605140686035,NA,NA
4,0.0625,3.136563539505005,NA,NA
5,0.06381944566965103,3.1128532886505127,NA,NA
6,0.06215277686715126,3.0926456451416016,NA,NA
7,0.06694444268941879,3.073564291000366,NA,NA
8,0.06159722059965134,3.05611252784729,NA,NA
9,0.06590277701616287,3.038682460784912,NA,NA
0,0.030347222462296486,3.28438663482666,NA,NA
1,0.054652776569128036,3.193800210952759,NA,NA
2,0.060555554926395416,3.1369006633758545,NA,NA
3,0.06701388955116272,3.1019861698150635,NA,NA
4,0.06986111402511597,3.073505401611328,NA,NA
5,0.06777777522802353,3.053725242614746,NA,NA
6,0.06986111402511597,3.0265469551086426,NA,NA
7,0.07284722477197647,3.015214204788208,NA,NA
8,0.07618055492639542,2.9994471073150635,NA,NA
9,0.0751388892531395,2.9865355491638184,NA,NA
0,0.063472218811512,3.236421823501587,NA,NA
1,0.06618055701255798,3.2232468128204346,NA,NA
2,0.06291666626930237,3.2096521854400635,NA,NA
3,0.06534722447395325,3.1940865516662598,NA,NA
4,0.06708333641290665,3.1742351055145264,NA,NA
5,0.06395833194255829,3.155529022216797,NA,NA
6,0.06756944209337234,3.1322526931762695,NA,NA
7,0.06187500059604645,3.1068239212036133,NA,NA
8,0.06673610955476761,3.083296775817871,NA,NA
9,0.06715277582406998,3.058086395263672,NA,NA
0,0.08340277522802353,3.0777056217193604,NA,NA
1,0.30097222328186035,2.2824976444244385,NA,NA
2,0.5034027695655823,1.5722622871398926,NA,NA
3,0.6031944155693054,1.2335927486419678,NA,NA
4,0.6663888692855835,1.0190633535385132,NA,NA
5,0.7088888883590698,0.8823210597038269,NA,NA
6,0.7450000047683716,0.759851336479187,NA,NA
7,0.777430534362793,0.6543898582458496,NA,NA
8,0.8050000071525574,0.5775712728500366,NA,NA
9,0.820277750492096,0.5233225226402283,NA,NA
0,0.09583333134651184,2.986515760421753,NA,NA
1,0.3254166543483734,2.172679901123047,NA,NA
2,0.47361111640930176,1.642965316772461,NA,NA
3,0.5451388955116272,1.3820761442184448,NA,NA
4,0.6050000190734863,1.194862961769104,NA,NA
5,0.6449305415153503,1.0517852306365967,NA,NA
6,0.6928472518920898,0.9214603900909424,NA,NA
7,0.7181944251060486,0.8407904505729675,NA,NA
8,0.7431250214576721,0.7604513764381409,NA,NA
9,0.7622222304344177,0.7048766613006592,NA,NA
0,0.0716666653752327,3.0323781967163086,NA,NA
1,0.26722222566604614,2.3833296298980713,NA,NA
2,0.4853472113609314,1.6919690370559692,NA,NA
3,0.5793055295944214,1.339276909828186,NA,NA
4,0.6487500071525574,1.1088875532150269,NA,NA
5,0.6918749809265137,0.9545171856880188,NA,NA
6,0.7389583587646484,0.8041143417358398,NA,NA
7,0.7629861235618591,0.721290647983551,NA,NA
8,0.7956249713897705,0.6217160224914551,NA,NA
9,0.8149305582046509,0.5591970682144165,NA,NA
0,0.06888888776302338,3.1090915203094482,NA,NA
1,0.09868055582046509,2.8893496990203857,NA,NA
2,0.2073611170053482,2.5210208892822266,NA,NA
3,0.32451388239860535,2.1225006580352783,NA,NA
4,0.3955555558204651,1.8789288997650146,NA,NA
5,0.4502083361148834,1.7183276414871216,NA,NA
6,0.48701387643814087,1.5842844247817993,NA,NA
7,0.5274999737739563,1.445308804512024,NA,NA
8,0.558680534362793,1.3551088571548462,NA,NA
9,0.5880555510520935,1.2631911039352417,NA,NA
0,0.07048611342906952,3.106788396835327,NA,NA
1,0.1324305534362793,2.8053274154663086,NA,NA
2,0.24833333492279053,2.318847179412842,NA,NA
3,0.3449305593967438,1.9633320569992065,NA,NA
4,0.4265972077846527,1.7061365842819214,NA,NA
5,0.49868056178092957,1.4852677583694458,NA,NA
6,0.5523611307144165,1.3313448429107666,NA,NA
7,0.586388885974884,1.208406686782837,NA,NA
8,0.6227083206176758,1.1041665077209473,NA,NA
9,0.6554166674613953,0.9978851079940796,NA,NA
0,0.0751388892531395,3.1323821544647217,NA,NA
1,0.1773611158132553,2.737779140472412,NA,NA
2,0.2810416519641876,2.304124593734741,NA,NA
3,0.3586805462837219,1.9990952014923096,NA,NA
4,0.4339583218097687,1.7304610013961792,NA,NA
5,0.4925000071525574,1.5432382822036743,NA,NA
6,0.5488888621330261,1.363123893737793,NA,NA
7,0.5880555510520935,1.2242671251296997,NA,NA
8,0.6261110901832581,1.1131691932678223,NA,NA
9,0.6485416889190674,1.022557258605957,NA,NA
0,0.022708334028720856,3.2690961360931396,NA,NA
1,0.03131944313645363,3.2631173133850098,NA,NA
2,0.040069445967674255,3.2584228515625,NA,NA
3,0.044930554926395416,3.254767894744873,NA,NA
4,0.04312499985098839,3.2522051334381104,NA,NA
5,0.051527779549360275,3.249208688735962,NA,NA
6,0.051180556416511536,3.2469167709350586,NA,NA
7,0.05270833149552345,3.24429988861084,NA,NA
8,0.05423611029982567,3.2419590950012207,NA,NA
9,0.05423611029982567,3.239750862121582,NA,NA
0,0.041875001043081284,3.2582473754882812,NA,NA
1,0.06062500178813934,3.2548794746398926,NA,NA
2,0.07472222298383713,3.25199031829834,NA,NA
3,0.07805555313825607,3.2491278648376465,NA,NA
4,0.07402777671813965,3.2450265884399414,NA,NA
5,0.07124999910593033,3.2415034770965576,NA,NA
6,0.07215277850627899,3.2377004623413086,NA,NA
7,0.07493055611848831,3.232276201248169,NA,NA
8,0.07020833343267441,3.2280521392822266,NA,NA
9,0.06951388716697693,3.22043776512146,NA,NA
0,0.021736111491918564,3.267242670059204,NA,NA
1,0.030277777463197708,3.261340379714966,NA,NA
2,0.04479166492819786,3.2565953731536865,NA,NA
3,0.051180556416511536,3.253793478012085,NA,NA
4,0.052569445222616196,3.251112937927246,NA,NA
5,0.05743055418133736,3.248586416244507,NA,NA
6,0.057500001043081284,3.2464606761932373,NA,NA
7,0.05979166552424431,3.244023323059082,NA,NA
8,0.0607638880610466,3.241793155670166,NA,NA
9,0.05979166552424431,3.2391698360443115,NA,NA
0,0.10854166746139526,2.935249090194702,NA,NA
1,0.4657638967037201,1.7527272701263428,NA,NA
2,0.6580555438995361,1.0914827585220337,NA,NA
3,0.7404166460037231,0.8208385705947876,NA,NA
4,0.792847216129303,0.6521345973014832,NA,NA
5,0.8345139026641846,0.5168001055717468,NA,NA
6,0.8675000071525574,0.4175926744937897,NA,NA
7,0.8922916650772095,0.3373631238937378,NA,NA
8,0.9106249809265137,0.2782229781150818,NA,NA
9,0.9243749976158142,0.23793402314186096,NA,NA
0,0.12881945073604584,2.836512804031372,NA,NA
1,0.5053472518920898,1.5597319602966309,NA,NA
2,0.6942360997200012,0.9636903405189514,NA,NA
3,0.7873610854148865,0.6736617684364319,NA,NA
4,0.8396527767181396,0.5075088739395142,NA,NA
5,0.8756250143051147,0.3933156132698059,NA,NA
6,0.8999305367469788,0.3178946375846863,NA,NA
7,0.9234027862548828,0.24901005625724792,NA,NA
8,0.9354166388511658,0.20928603410720825,NA,NA
9,0.9461805820465088,0.16948363184928894,NA,NA
0,0.08763889223337173,2.9503750801086426,NA,NA
1,0.41277778148651123,1.9063658714294434,NA,NA
2,0.6043750047683716,1.2599436044692993,NA,NA
3,0.6882638931274414,0.9904893040657043,NA,NA
4,0.7374305725097656,0.8150486350059509,NA,NA
5,0.7775694727897644,0.6884592771530151,NA,NA
6,0.8128471970558167,0.5771119594573975,NA,NA
7,0.835972249507904,0.4989306926727295,NA,NA
8,0.8540972471237183,0.4373522698879242,NA,NA
9,0.8744444251060486,0.3762868344783783,NA,NA
0,0.0734027773141861,2.9563512802124023,NA,NA
1,0.18416666984558105,2.587970495223999,NA,NA
2,0.3920833468437195,1.9465363025665283,NA,NA
3,0.4955555498600006,1.6151337623596191,NA,NA
4,0.5525000095367432,1.391169548034668,NA,NA
5,0.6004166603088379,1.2345592975616455,NA,NA
6,0.6475694179534912,1.0949419736862183,NA,NA
7,0.6789583563804626,0.9832760095596313,NA,NA
8,0.7019444704055786,0.8966046571731567,NA,NA
9,0.730555534362793,0.8005614280700684,NA,NA
0,0.10562500357627869,2.8859713077545166,NA,NA
1,0.31437501311302185,2.155552864074707,NA,NA
2,0.4477083384990692,1.6698757410049438,NA,NA
3,0.5377083420753479,1.3981670141220093,NA,NA
4,0.6066666841506958,1.1926380395889282,NA,NA
5,0.6570833325386047,1.0267045497894287,NA,NA
6,0.7054861187934875,0.8874751925468445,NA,NA
7,0.7393749952316284,0.7714651226997375,NA,NA
8,0.7684027552604675,0.680608332157135,NA,NA
9,0.7910416722297668,0.6081929802894592,NA,NA
0,0.07423610985279083,2.9745280742645264,NA,NA
1,0.19006943702697754,2.5883312225341797,NA,NA
2,0.36347222328186035,2.0568785667419434,NA,NA
3,0.4622916579246521,1.6940228939056396,NA,NA
4,0.5364583134651184,1.4453157186508179,NA,NA
5,0.5944444537162781,1.248610258102417,NA,NA
6,0.6455555558204651,1.0891765356063843,NA,NA
7,0.6904861330986023,0.963408887386322,NA,NA
8,0.7115277647972107,0.8761591911315918,NA,NA
9,0.7472916841506958,0.7745502591133118,NA,NA
0,0.027916666120290756,3.2838308811187744,NA,NA
1,0.03312499821186066,3.2643744945526123,NA,NA
2,0.04416666552424431,3.2529351711273193,NA,NA
3,0.05166666582226753,3.2444498538970947,NA,NA
4,0.06263888627290726,3.235854148864746,NA,NA
5,0.06361111253499985,3.2287180423736572,NA,NA
6,0.06409722566604614,3.2174127101898193,NA,NA
7,0.06451389193534851,3.205791473388672,NA,NA
8,0.06555555760860443,3.193580389022827,NA,NA
9,0.061666667461395264,3.179584503173828,NA,NA
0,0.048819445073604584,3.267651081085205,NA,NA
1,0.05520833283662796,3.2494101524353027,NA,NA
2,0.05736111104488373,3.2367868423461914,NA,NA
3,0.059166666120290756,3.225750684738159,NA,NA
4,0.06069444492459297,3.2122879028320312,NA,NA
5,0.05874999985098839,3.1986284255981445,NA,NA
6,0.06368055194616318,3.1834189891815186,NA,NA
7,0.06138888746500015,3.1651289463043213,NA,NA
8,0.06263888627290726,3.1460790634155273,NA,NA
9,0.06222222372889519,3.123302459716797,NA,NA
0,0.025902777910232544,3.265751838684082,NA,NA
1,0.028055556118488312,3.260962724685669,NA,NA
2,0.03430555388331413,3.2571682929992676,NA,NA
3,0.03986111283302307,3.253856658935547,NA,NA
4,0.04374999925494194,3.25144362449646,NA,NA
5,0.048819445073604584,3.2482242584228516,NA,NA
6,0.052291665226221085,3.246187925338745,NA,NA
7,0.05111110955476761,3.2437095642089844,NA,NA
8,0.05479166656732559,3.2417163848876953,NA,NA
9,0.05520833283662796,3.2393250465393066,NA,NA
0,0.20638889074325562,2.5767385959625244,NA,NA
1,0.6345833539962769,1.228894591331482,NA,NA
2,0.7758333086967468,0.7295460104942322,NA,NA
3,0.8504166603088379,0.48253142833709717,NA,NA
4,0.8936111330986023,0.3404064178466797,NA,NA
5,0.9198611378669739,0.24671012163162231,NA,NA
6,0.9518055319786072,0.16770680248737335,NA,NA
7,0.9643750190734863,0.12816257774829865,NA,NA
8,0.9750000238418579,0.09627290815114975,NA,NA
9,0.9820833206176758,0.06992610543966293,NA,NA
0,0.21472221612930298,2.563828468322754,NA,NA
1,0.6661805510520935,1.081735610961914,NA,NA
2,0.8202083110809326,0.5815172791481018,NA,NA
3,0.8927083611488342,0.3555741012096405,NA,NA
4,0.9343055486679077,0.22616814076900482,NA,NA
5,0.9568750262260437,0.15052533149719238,NA,NA
6,0.9725000262260437,0.1080697551369667,NA,NA
7,0.9809722304344177,0.07721113413572311,NA,NA
8,0.9847916960716248,0.06006981059908867,NA,NA
9,0.9896527528762817,0.04602586477994919,NA,NA
0,0.16805554926395416,2.68878173828125,NA,NA
1,0.534375011920929,1.5201447010040283,NA,NA
2,0.7022222280502319,0.9374316334724426,NA,NA
3,0.7824305295944214,0.68025141954422,NA,NA
4,0.8389583230018616,0.5172368884086609,NA,NA
5,0.8699305653572083,0.3991609215736389,NA,NA
6,0.902430534362793,0.3108399510383606,NA,NA
7,0.9243055582046509,0.2409210354089737,NA,NA
8,0.9342361092567444,0.20116493105888367,NA,NA
9,0.9507638812065125,0.1561170518398285,NA,NA
0,0.09256944805383682,2.9023993015289307,NA,NA
1,0.324444442987442,2.198024272918701,NA,NA
2,0.5406249761581421,1.4594155550003052,NA,NA
3,0.6612499952316284,1.0661832094192505,NA,NA
4,0.7447222471237183,0.8019481301307678,NA,NA
5,0.8048611283302307,0.6124670505523682,NA,NA
6,0.851805567741394,0.4634355306625366,NA,NA
7,0.8818055391311646,0.3639459013938904,NA,NA
8,0.9069444537162781,0.2832360565662384,NA,NA
9,0.9278472065925598,0.21772269904613495,NA,NA
0,0.1497916728258133,2.726520538330078,NA,NA
1,0.3990972340106964,1.8630532026290894,NA,NA
2,0.5357638597488403,1.4064046144485474,NA,NA
3,0.6159027814865112,1.1476361751556396,NA,NA
4,0.6775694489479065,0.9714072942733765,NA,NA
5,0.7276389002799988,0.8157666921615601,NA,NA
6,0.7726389169692993,0.6907808184623718,NA,NA
7,0.8105555772781372,0.5773780941963196,NA,NA
8,0.8434028029441833,0.47683486342430115,NA,NA
9,0.8679860830307007,0.3957211971282959,NA,NA
0,0.1158333346247673,2.8317301273345947,NA,NA
1,0.31159722805023193,2.199871778488159,NA,NA
2,0.43111109733581543,1.7726712226867676,NA,NA
3,0.5022222399711609,1.516885757446289,NA,NA
4,0.558680534362793,1.3236950635910034,NA,NA
5,0.6130555272102356,1.164497971534729,NA,NA
6,0.6588888764381409,1.0297844409942627,NA,NA
7,0.6910416483879089,0.9225327968597412,NA,NA
8,0.7286111116409302,0.8115676641464233,NA,NA
9,0.7572222352027893,0.7179205417633057,NA,NA
0,0.04236111044883728,3.2453339099884033,NA,NA
1,0.05069444328546524,3.2335896492004395,NA,NA
2,0.058541666716337204,3.220970869064331,NA,NA
3,0.058194443583488464,3.206538438796997,NA,NA
4,0.06208333373069763,3.191096544265747,NA,NA
5,0.06173611059784889,3.1740002632141113,NA,NA
6,0.05930555611848831,3.155972480773926,NA,NA
7,0.06270833313465118,3.1325459480285645,NA,NA
8,0.06145833432674408,3.110344409942627,NA,NA
9,0.06284721940755844,3.088383197784424,NA,NA
0,0.02361111156642437,3.26603627204895,NA,NA
1,0.04451388865709305,3.2543866634368896,NA,NA
2,0.05347222089767456,3.244842290878296,NA,NA
3,0.05868055671453476,3.2360384464263916,NA,NA
4,0.061944443732500076,3.227327823638916,NA,NA
5,0.06222222372889519,3.216806650161743,NA,NA
6,0.06173611059784889,3.205148458480835,NA,NA
7,0.059861112385988235,3.1937508583068848,NA,NA
8,0.062361110001802444,3.1754956245422363,NA,NA
9,0.06138888746500015,3.156154155731201,NA,NA
0,0.03881944343447685,3.2618277072906494,NA,NA
1,0.041458334773778915,3.255897283554077,NA,NA
2,0.046875,3.251779556274414,NA,NA
3,0.05041666701436043,3.2484490871429443,NA,NA
4,0.05520833283662796,3.2447926998138428,NA,NA
5,0.0555555559694767,3.239375591278076,NA,NA
6,0.05486110970377922,3.2333686351776123,NA,NA
7,0.05736111104488373,3.2266883850097656,NA,NA
8,0.05944444611668587,3.2195510864257812,NA,NA
9,0.05833333358168602,3.210103988647461,NA,NA
0,0.12562499940395355,2.8955390453338623,NA,NA
1,0.39020833373069763,1.8851534128189087,NA,NA
2,0.5745833516120911,1.3163177967071533,NA,NA
